word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
113	18	3	have	have.V.3P.PRES				LAU	eng	herring1		
114	18	4	to	to.PREP				LAU	eng	herring1		
115	18	5	.					LAU	999	herring1		
116	19	1	I	I.PRON.SUB.1S				LAU	eng	herring1		
117	19	2	don't	do.V.1S.PRES+NEG				LAU	eng	herring1		
118	19	3	know	know.V.INFIN				LAU	eng	herring1		
119	19	4	what	what.REL				LAU	eng	herring1		
120	19	5	it	it.PRON.SUB.3S				LAU	eng	herring1		
121	19	6	is	is.V.3S.PRES				LAU	eng	herring1		
122	19	7	.					LAU	999	herring1		
123	20	1	it	it.PRON.SUB.3S				LAU	eng	herring1		
124	20	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				LAU	eng	herring1		
125	20	3	about	about.PREP				LAU	eng	herring1		
126	20	4	basically	basically.ADV				LAU	eng	herring1		
127	20	5	she	she.PRON.SUB.F.3S				LAU	eng	herring1		
128	20	6	give	give.V.3S.PRES				LAU	eng	herring1		
129	20	7	she's	she.PRON.SUB.F.3S+BE.V.3S.PRES				LAU	eng	herring1		
130	20	8	giving	give.V.PRESPART				LAU	eng	herring1		
131	20	9	them	them.PRON.OBJ.3P				LAU	eng	herring1		
132	20	10	money	money.N.SG				LAU	eng	herring1		
133	20	11	.					LAU	999	herring1		
134	21	1	or	or.CONJ				LAU	eng	herring1		
135	21	2	they	they.PRON.SUB.3P				LAU	eng	herring1		
136	21	3	get	get.V.3P.PRES				LAU	eng	herring1		
137	21	4	millions	million.NUM+PV				LAU	eng	herring1		
138	21	5	of	of.PREP				LAU	eng	herring1		
139	21	6	dollars	dollar.N.PL				LAU	eng	herring1		
140	21	7	or	or.CONJ				LAU	eng	herring1		
141	21	8	something	something.PRON				LAU	eng	herring1		
142	21	9	to	to.PREP				LAU	eng	herring1		
143	21	10	donate	donate.V.INFIN				LAU	eng	herring1		
144	21	11	.					LAU	999	herring1		
145	22	1	mmhm	mmhm.IM				CHL	eng	herring1		
146	22	2	.					CHL	999	herring1		
147	23	1	to	to.PREP				LAU	eng	herring1		
148	23	2	a	a.DET.INDEF				LAU	eng	herring1		
149	23	3	charity	charity.N.SG				LAU	eng	herring1		
150	23	4	of	of.PREP				LAU	eng	herring1		
151	23	5	their	their.ADJ.POSS.3P				LAU	eng	herring1		
152	23	6	choice	choice.N.SG				LAU	eng	herring1		
153	23	7	.					LAU	999	herring1		
154	24	1	but	but.CONJ				LAU	eng	herring1		
155	24	2	that's	that.DEM.FAR+BE.V.3S.PRES				LAU	eng	herring1		
156	24	3	the	the.DET.DEF				LAU	eng	herring1		
157	24	4	whole	whole.ADJ				LAU	eng	herring1		
158	24	5	show	show.N.SG				LAU	eng	herring1		
159	24	6	.					LAU	999	herring1		
160	25	1	and	and.CONJ				LAU	eng	herring1		
161	25	2	I'm	I.PRON.SUB.1S+BE.V.PRES				LAU	eng	herring1		
162	25	3	like	like.CONJ				LAU	eng	herring1		
163	25	4	.					LAU	999	herring1		
164	26	1	you're	you.PRON.SUB.2SP+BE.V.PRES				LAU	eng	herring1		
165	26	2	just	just.ADV				LAU	eng	herring1		
166	26	3	trying	try.V.PRESPART				LAU	eng	herring1		
167	26	4	to	to.PREP				LAU	eng	herring1		
168	26	5	show	show.V.INFIN				LAU	eng	herring1		
169	26	6	and	and.CONJ				LAU	eng	herring1		
170	26	7	promote	promote.V.INFIN				LAU	eng	herring1		
171	26	8	that	that.CONJ				LAU	eng	herring1		
172	26	9	you're	you.PRON.SUB.2SP+BE.V.PRES				LAU	eng	herring1		
173	26	10	trying	try.V.PRESPART				LAU	eng	herring1		
174	26	11	to	to.PREP				LAU	eng	herring1		
175	26	12	donate	donate.V.INFIN				LAU	eng	herring1		
176	26	13	so	so.ADV				LAU	eng	herring1		
177	26	14	much	much.ADJ				LAU	eng	herring1		
178	26	15	millions	million.NUM+PV				LAU	eng	herring1		
179	26	16	of	of.PREP				LAU	eng	herring1		
180	26	17	dollars	dollar.N.PL				LAU	eng	herring1		
181	26	18	right	right.ADJ				LAU	eng	herring1		
182	26	19	.					LAU	999	herring1		
183	27	1	you	you.PRON.SUB.2SP				LAU	eng	herring1		
184	27	2	have	have.V.2SP.PRES				LAU	eng	herring1		
185	27	3	to	to.PREP				LAU	eng	herring1		
186	27	4	promote	promote.V.INFIN				LAU	eng	herring1		
187	27	5	it	it.PRON.OBJ.3S				LAU	eng	herring1		
188	27	6	and	and.CONJ				LAU	eng	herring1		
189	27	7	make	make.V.INFIN				LAU	eng	herring1		
190	27	8	a	a.DET.INDEF				LAU	eng	herring1		
191	27	9	thing	thing.N.SG				LAU	eng	herring1		
192	27	10	out	out.ADV				LAU	eng	herring1		
193	27	11	of	of.PREP				LAU	eng	herring1		
194	27	12	it	it.PRON.OBJ.3S				LAU	eng	herring1		
195	27	13	.					LAU	999	herring1		
196	28	1	yeah	yeah.ADV				CHL	eng	herring1		
197	28	2	.					CHL	999	herring1		
198	29	1	and	and.CONJ				LAU	eng	herring1		
199	29	2	then	then.ADV				LAU	eng	herring1		
200	29	3	the	the.DET.DEF				LAU	eng	herring1		
201	29	4	people	people.N.SG				LAU	eng	herring1		
202	29	5	who	who.REL				LAU	eng	herring1		
203	29	6	able	able.ADJ				LAU	eng	herring1		
204	29	7	are	are.V.123P.PRES				LAU	eng	herring1		
205	29	8	able	able.ADJ				LAU	eng	herring1		
206	29	9	to	to.PREP				LAU	eng	herring1		
207	29	10	raise	raise.V.INFIN				LAU	eng	herring1		
208	29	11	the	the.DET.DEF				LAU	eng	herring1		
209	29	12	thing	thing.N.SG				LAU	eng	herring1		
210	29	13	the	the.DET.DEF				LAU	eng	herring1		
211	29	14	the	the.DET.DEF				LAU	eng	herring1		
212	29	15	most	most.ADJ				LAU	eng	herring1		
213	29	16	funds	fund.N.PL.[or].funds.N.PL				LAU	eng	herring1		
214	29	17	and	and.CONJ				LAU	eng	herring1		
215	29	18	donate	donate.V.INFIN				LAU	eng	herring1		
216	29	19	it	it.PRON.OBJ.3S				LAU	eng	herring1		
217	29	20	.					LAU	999	herring1		
218	30	1	she	she.PRON.SUB.F.3S				LAU	eng	herring1		
219	30	2	gives	give.V.3S.PRES				LAU	eng	herring1		
220	30	3	them	them.PRON.OBJ.3P				LAU	eng	herring1		
221	30	4	like	like.CONJ				LAU	eng	herring1		
222	30	5	ten	ten.NUM				LAU	eng	herring1		
223	30	6	million	million.NUM				LAU	eng	herring1		
224	30	7	dollars	dollar.N.PL				LAU	eng	herring1		
225	30	8	or	or.CONJ				LAU	eng	herring1		
226	30	9	something	something.PRON				LAU	eng	herring1		
227	30	10	.					LAU	999	herring1		
228	31	1	oh	oh.IM				CHL	eng&spa	herring1		
229	31	2	.					CHL	999	herring1		
230	32	1	no	no.ADV				CHL	eng	herring1		
231	32	2	.					CHL	999	herring1		
232	33	1	I'm	I.PRON.SUB.1S+BE.V.PRES				LAU	eng	herring1		
233	33	2	like	like.CONJ				LAU	eng	herring1		
234	33	3	that	that.DEM.FAR				LAU	eng	herring1		
235	33	4	does	does.V.INFIN				LAU	eng	herring1		
236	33	5	I'm	I.PRON.SUB.1S+BE.V.PRES				LAU	eng	herring1		
237	33	6	not	not.ADV				LAU	eng	herring1		
238	33	7	interested	interest.N.SG+AV				LAU	eng	herring1		
239	33	8	in	in.PREP				LAU	eng	herring1		
240	33	9	that	that.CONJ				LAU	eng	herring1		
241	33	10	you	you.PRON.SUB.2SP				LAU	eng	herring1		
242	33	11	know	know.V.2SP.PRES				LAU	eng	herring1		
243	33	12	.					LAU	999	herring1		
244	34	1	I	I.PRON.SUB.1S				CHL	eng	herring1		
245	34	2	don't	do.V.1S.PRES+NEG				CHL	eng	herring1		
246	34	3	know	know.V.INFIN				CHL	eng	herring1		
247	34	4	.					CHL	999	herring1		
248	35	1	I	I.PRON.SUB.1S				CHL	eng	herring1		
249	35	2	think	think.V.1S.PRES				CHL	eng	herring1		
250	35	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				CHL	eng	herring1		
251	35	4	getting	get.V.PRESPART				CHL	eng	herring1		
252	35	5	to	to.PREP				CHL	eng	herring1		
253	35	6	her	her.ADJ.POSS.F.3S				CHL	eng	herring1		
254	35	7	head	head.N.SG				CHL	eng	herring1		
255	35	8	that	that.CONJ				CHL	eng	herring1		
256	35	9	she's	she.PRON.SUB.F.3S+BE.V.3S.PRES				CHL	eng	herring1		
257	35	10	like	like.CONJ.[or].like.SV.INFIN				CHL	eng	herring1		
258	35	11	.					CHL	999	herring1		
259	36	1	I	I.PRON.SUB.1S				LAU	eng	herring1		
260	36	2	I	I.PRON.SUB.1S				LAU	eng	herring1		
261	36	3	think	think.V.1S.PRES				LAU	eng	herring1		
262	36	4	what	what.REL				LAU	eng	herring1		
263	36	5	she	she.PRON.SUB.F.3S				LAU	eng	herring1		
264	36	6	does	does.V.3S.PRES				LAU	eng	herring1		
265	36	7	is	is.V.3S.PRES				LAU	eng	herring1		
266	36	8	great	great.ADJ				LAU	eng	herring1		
267	36	9	.					LAU	999	herring1		
268	37	1	very	very.ADV				CHL	eng	herring1		
269	37	2	influential	influential.ADJ				CHL	eng	herring1		
270	37	3	or	or.CONJ				CHL	eng	herring1		
271	37	4	something	something.PRON				CHL	eng	herring1		
272	37	5	.					CHL	999	herring1		
273	38	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				LAU	eng	herring1		
274	38	2	like	like.CONJ.[or].like.SV.INFIN				LAU	eng	herring1		
275	38	3	Bono	name				LAU	eng&spa	herring1		
276	38	4	you	you.PRON.SUB.2SP				LAU	eng	herring1		
277	38	5	know	know.V.2SP.PRES				LAU	eng	herring1		
278	38	6	.					LAU	999	herring1		
279	39	1	yeah	yeah.ADV				LAU	eng	herring1		
280	39	2	.					LAU	999	herring1		
281	40	1	pero	but.CONJ				LAU	spa	herring1		
282	40	2	.					LAU	999	herring1		
283	41	1	I've	I.PRON.SUB.1S+HAVE.V.PRES				CHL	eng	herring1		
284	41	2	never	never.ADV				CHL	eng	herring1		
285	41	3	watched	unk				CHL	eng	herring1		
286	41	4	Oprah	name				CHL	eng&spa	herring1		
287	41	5	.					CHL	999	herring1		
288	42	1	whatever	whatever.REL				LAU	eng	herring1		
289	42	2	.					LAU	999	herring1		
290	43	1	and	and.CONJ				CHL	eng	herring1		
291	43	2	the	the.DET.DEF				CHL	eng	herring1		
292	43	3	drama	drama.N.SG				CHL	eng	herring1		
293	43	4	continues	continue.N.PL				CHL	eng	herring1		
294	43	5	.					CHL	999	herring1		
295	44	1	y	and.CONJ				LAU	spa	herring1		
296	44	2	Fernando	name				LAU	eng&spa	herring1		
297	44	3	?					LAU	999	herring1		
298	45	1	he's	he.PRON.SUB.M.3S+BE.V.3S.PRES				CHL	eng	herring1		
299	45	2	good	good.ADJ				CHL	eng	herring1		
300	45	3	he's	he.PRON.SUB.M.3S+BE.V.3S.PRES				CHL	eng	herring1		
301	45	4	good	good.ADJ				CHL	eng	herring1		
302	45	5	.					CHL	999	herring1		
303	46	1	I'm	I.PRON.SUB.1S+BE.V.PRES				CHL	eng	herring1		
304	46	2	leaving	leave.V.PRESPART				CHL	eng	herring1		
305	46	3	on	on.PREP				CHL	eng	herring1		
306	46	4	Friday	name				CHL	eng	herring1		
307	46	5	.					CHL	999	herring1		
308	47	1	ok	unk				LAU	eng&spa	herring1		
309	47	2	.					LAU	999	herring1		
310	48	1	please	please.V.INFIN				LAU	eng	herring1		
311	48	2	don't	do.V.12S13P.PRES+NEG				LAU	eng	herring1		
312	48	3	leave	leave.V.INFIN				LAU	eng	herring1		
313	48	4	.					LAU	999	herring1		
314	49	1	the	the.DET.DEF				CHL	eng	herring1		
315	49	2	chair	chair.N.SG				CHL	eng	herring1		
316	49	3	.					CHL	999	herring1		
317	50	1	I	I.PRON.SUB.1S				LAU	eng	herring1		
318	50	2	haven't	have.V.1S.PRES+NEG				LAU	eng	herring1		
319	50	3	seen	seen.V.PASTPART				LAU	eng	herring1		
320	50	4	any	any.ADJ				LAU	eng	herring1		
321	50	5	of	of.PREP				LAU	eng	herring1		
322	50	6	the	the.DET.DEF				LAU	eng	herring1		
323	50	7	pictures	picture.N.PL				LAU	eng	herring1		
324	50	8	yes	yes.ADV				LAU	eng	herring1		
325	50	9	!					LAU	999	herring1		
326	51	1	well	well.ADV				LAU	eng	herring1		
327	51	2	maybe	maybe.ADV				LAU	eng	herring1		
328	51	3	they	they.PRON.SUB.3P				LAU	eng	herring1		
329	51	4	can	can.V.123SP.PRES				LAU	eng	herring1		
330	51	5	email	unk				LAU	eng&spa	herring1		
331	51	6	it	it.PRON.SUB.3S				LAU	eng	herring1		
332	51	7	to	to.PREP				LAU	eng	herring1		
333	51	8	you	you.PRON.SUB.2SP				LAU	eng	herring1		
334	51	9	right	right.ADJ				LAU	eng	herring1		
335	51	10	?					LAU	999	herring1		
336	52	1	yeah	yeah.ADV				CHL	eng	herring1		
337	52	2	.					CHL	999	herring1		
338	53	1	you	you.PRON.SUB.2SP				LAU	eng	herring1		
339	53	2	check	check.V.2SP.PRES				LAU	eng	herring1		
340	53	3	your	your.ADJ.POSS.2SP				LAU	eng	herring1		
341	53	4	email	unk				LAU	eng&spa	herring1		
342	53	5	in	in.PREP				LAU	eng	herring1		
343	53	6	Nicaragua	name				LAU	eng&spa	herring1		
344	53	7	?					LAU	999	herring1		
345	54	1	I	I.PRON.SUB.1S				CHL	eng	herring1		
346	54	2	rather	rath.ADJ.COMP.[or].rather.ADV				CHL	eng	herring1		
347	54	3	yeah	yeah.ADV				CHL	eng	herring1		
348	54	4	email	unk				CHL	eng&spa	herring1		
349	54	5	it	it.PRON.SUB.3S				CHL	eng	herring1		
350	54	6	to	to.PREP				CHL	eng	herring1		
351	54	7	me	me.PRON.OBJ.1S				CHL	eng	herring1		
352	54	8	.					CHL	999	herring1		
353	55	1	ok	unk				LAU	eng&spa	herring1		
354	55	2	I'll	I.PRON.SUB.1S+BE.V.FUT				LAU	eng	herring1		
355	55	3	email	unk				LAU	eng&spa	herring1		
356	55	4	it	it.PRON.OBJ.3S				LAU	eng	herring1		
357	55	5	.					LAU	999	herring1		
358	56	1	sorry	sorry.ADJ				LAU	eng	herring1		
359	56	2	I	I.PRON.SUB.1S				LAU	eng	herring1		
360	56	3	keep	keep.V.1S.PRES				LAU	eng	herring1		
361	56	4	right	right.ADJ				LAU	eng	herring1		
362	56	5	.					LAU	999	herring1		
363	57	1	and	and.CONJ				LAU	eng	herring1		
364	57	2	I	I.PRON.SUB.1S				LAU	eng	herring1		
365	57	3	saw	saw.V.PAST				LAU	eng	herring1		
366	57	4	it	it.PRON.OBJ.3S				LAU	eng	herring1		
367	57	5	today	today.N.SG				LAU	eng	herring1		
368	57	6	.					LAU	999	herring1		
369	58	1	because	because.CONJ				LAU	eng	herring1		
370	58	2	I	I.PRON.SUB.1S				LAU	eng	herring1		
371	58	3	you	you.PRON.SUB.2SP				LAU	eng	herring1		
372	58	4	know	know.V.2SP.PRES				LAU	eng	herring1		
373	58	5	I	I.PRON.SUB.1S				LAU	eng	herring1		
374	58	6	use	use.V.1S.PRES				LAU	eng	herring1		
375	58	7	it	it.PRON.OBJ.3S				LAU	eng	herring1		
376	58	8	to	to.PREP				LAU	eng	herring1		
377	58	9	put	put.V.INFIN				LAU	eng	herring1		
378	58	10	my	my.ADJ.POSS.1S				LAU	eng	herring1		
379	58	11	my	my.ADJ.POSS.1S				LAU	eng	herring1		
380	58	12	my	my.ADJ.POSS.1S				LAU	eng	herring1		
381	58	13	shoes	shoes.N.PL				LAU	eng	herring1		
382	58	14	off	off.PREP				LAU	eng	herring1		
383	58	15	.					LAU	999	herring1		
384	59	1	said	said.AV.PAST+P				LAU	eng	herring1		
385	59	2	I	I.PRON.SUB.1S				LAU	eng	herring1		
386	59	3	I	I.PRON.SUB.1S				LAU	eng	herring1		
387	59	4	don't	do.V.1S.PRES+NEG				LAU	eng	herring1		
388	59	5	think	think.V.INFIN				LAU	eng	herring1		
389	59	6	my	my.ADJ.POSS.1S				LAU	eng	herring1		
390	59	7	grandmother's	grandmother.N.SG+GB				LAU	eng	herring1		
391	59	8	gonna	go.V.PRESPART+TO.PREP				LAU	eng	herring1		
392	59	9	get	get.V.INFIN				LAU	eng	herring1		
393	59	10	it	it.PRON.OBJ.3S				LAU	eng	herring1		
394	59	11	right	right.ADJ				LAU	eng	herring1		
395	59	12	.					LAU	999	herring1		
396	60	1	I	I.PRON.SUB.1S				LAU	eng	herring1		
397	60	2	showed	show.V.PAST				LAU	eng	herring1		
398	60	3	it	it.PRON.OBJ.3S				LAU	eng	herring1		
399	60	4	to	to.PREP				LAU	eng	herring1		
400	60	5	her	her.ADJ.POSS.F.3S.[or].her.PRON.OBJ.F.3S				LAU	eng	herring1		
401	60	6	.					LAU	999	herring1		
402	61	1	.					CHL	999	herring1		
403	62	1	say	say.V.INFIN				LAU	eng	herring1		
404	62	2	oh	oh.IM				LAU	eng&spa	herring1		
405	62	3	er	er.IM				LAU	eng&spa	herring1		
406	62	4	she	she.PRON.SUB.F.3S				LAU	eng	herring1		
407	62	5	went	went.V.PAST				LAU	eng	herring1		
408	62	6	to	to.PREP				LAU	eng	herring1		
409	62	7	the	the.DET.DEF				LAU	eng	herring1		
410	62	8	er	er.IM				LAU	eng&spa	herring1		
411	62	9	plastic	plastic.N.SG				LAU	eng	herring1		
412	62	10	surgery	surgery.N.SG				LAU	eng	herring1		
413	62	11	.					LAU	999	herring1		
414	63	1	se	self.PRON.REFL.MF.3SP				LAU	spa	herring1		
415	63	2	jaló	pull.V.3S.PAST				LAU	spa	herring1		
416	63	3	la	the.DET.DEF.F.SG				LAU	spa	herring1		
417	63	4	cara	face.N.F.SG				LAU	spa	herring1		
418	63	5	de	of.PREP				LAU	spa	herring1		
419	63	6	nuevo	new.ADJ.M.SG				LAU	spa	herring1		
420	63	7	.					LAU	999	herring1		
421	64	1	ah	ah.IM				CHL	eng&spa	herring1		
422	64	2	my	my.ADJ.POSS.1S				CHL	eng	herring1		
423	64	3	lord	lord.N.SG				CHL	eng	herring1		
424	64	4	!					CHL	999	herring1		
425	65	1	your	your.ADJ.POSS.2SP				LAU	eng	herring1		
426	65	2	grandmother	grandmother.N.SG				LAU	eng	herring1		
427	65	3	!					LAU	999	herring1		
428	66	1	because	because.CONJ				LAU	eng	herring1		
429	66	2	I	I.PRON.SUB.1S				LAU	eng	herring1		
430	66	3	remember	remember.V.1S.PRES				LAU	eng	herring1		
431	66	4	when	when.CONJ				LAU	eng	herring1		
432	66	5	she	she.PRON.SUB.F.3S				LAU	eng	herring1		
433	66	6	did	did.V.PAST				LAU	eng	herring1		
434	66	7	it	it.PRON.OBJ.3S				LAU	eng	herring1		
435	66	8	the	the.DET.DEF				LAU	eng	herring1		
436	66	9	first	first.ADJ				LAU	eng	herring1		
437	66	10	time	time.N.SG				LAU	eng	herring1		
438	66	11	.					LAU	999	herring1		
439	67	1	your	your.ADJ.POSS.2SP				LAU	eng	herring1		
440	67	2	grandmother	grandmother.N.SG				LAU	eng	herring1		
441	67	3	was	was.V.3S.PAST				LAU	eng	herring1		
442	67	4	here	here.ADV				LAU	eng	herring1		
443	67	5	visiting	visit.SV.INFIN+ASV				LAU	eng	herring1		
444	67	6	.					LAU	999	herring1		
445	68	1	you	you.PRON.SUB.2SP				LAU	eng	herring1		
446	68	2	know	know.V.2SP.PRES				LAU	eng	herring1		
447	68	3	we	we.PRON.SUB.1P				LAU	eng	herring1		
448	68	4	used	use.V.PAST				LAU	eng	herring1		
449	68	5	to	to.PREP				LAU	eng	herring1		
450	68	6	live	live.V.INFIN				LAU	eng	herring1		
451	68	7	with	with.PREP				LAU	eng	herring1		
452	68	8	my	my.ADJ.POSS.1S				LAU	eng	herring1		
453	68	9	dad	dad.N.SG				LAU	eng	herring1		
454	68	10	over	over.ADV				LAU	eng	herring1		
455	68	11	there	there.ADV				LAU	eng	herring1		
456	68	12	.					LAU	999	herring1		
457	69	1	and	and.CONJ				LAU	eng	herring1		
458	69	2	and	and.CONJ				LAU	eng	herring1		
459	69	3	then	then.ADV				LAU	eng	herring1		
460	69	4	we	we.PRON.SUB.1P				LAU	eng	herring1		
461	69	5	went	went.V.PAST				LAU	eng	herring1		
462	69	6	to	to.PREP				LAU	eng	herring1		
463	69	7	go	go.V.INFIN				LAU	eng	herring1		
464	69	8	see	see.V.INFIN				LAU	eng	herring1		
465	69	9	them	them.PRON.OBJ.3P				LAU	eng	herring1		
466	69	10	.					LAU	999	herring1		
467	70	1	mmhm	mmhm.IM				CHL	eng	herring1		
468	70	2	.					CHL	999	herring1		
469	71	1	and	and.CONJ				LAU	eng	herring1		
470	71	2	your	your.ADJ.POSS.2SP				LAU	eng	herring1		
471	71	3	grandmother	grandmother.N.SG				LAU	eng	herring1		
472	71	4	was	was.V.3S.PAST				LAU	eng	herring1		
473	71	5	like	like.CONJ				LAU	eng	herring1		
474	71	6	.					LAU	999	herring1		
475	72	1	oh	oh.IM				LAU	eng&spa	herring1		
