word_id	utterance_id	location	surface	auto	fix	eng	speaker	langid	filename	clause	clauseno
155	16	1	and	and.CONJ			BRA	eng	herring15		
156	16	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
157	16	3	only	only.ADJ.[or].on.PREP+ADV			BRA	eng	herring15		
158	16	4	.				BRA	999	herring15		
159	17	1	no	no.ADV			EVN	eng	herring15		
160	17	2	.				EVN	999	herring15		
161	18	1	from	from.PREP			BRA	eng	herring15		
162	18	2	twelve	twelve.NUM			BRA	eng	herring15		
163	18	3	thirty	thirty.NUM			BRA	eng	herring15		
164	18	4	to	to.PREP			BRA	eng	herring15		
165	18	5	one	one.PRON.SG			BRA	eng	herring15		
166	18	6	forty	forty.NUM			BRA	eng	herring15		
167	18	7	five	five.NUM			BRA	eng	herring15		
168	18	8	.				BRA	999	herring15		
169	19	1	and	and.CONJ			EVN	eng	herring15		
170	19	2	he	he.PRON.SUB.M.3S			EVN	eng	herring15		
171	19	3	looks	look.V.3S.PRES			EVN	eng	herring15		
172	19	4	he	he.PRON.SUB.M.3S			EVN	eng	herring15		
173	19	5	looks	look.V.3S.PRES			EVN	eng	herring15		
174	19	6	he	he.PRON.SUB.M.3S			EVN	eng	herring15		
175	19	7	looks	look.V.3S.PRES			EVN	eng	herring15		
176	19	8	really	real.ADJ+ADV			EVN	eng	herring15		
177	19	9	like	like.CONJ.[or].like.SV.INFIN			EVN	eng	herring15		
178	19	10	strict	strict.ADJ			EVN	eng	herring15		
179	19	11	man	man.N.SG			EVN	eng	herring15		
180	19	12	.				EVN	999	herring15		
181	20	1	yeah	yeah.ADV			BRA	eng	herring15		
182	20	2	bro	bro.N.SG			BRA	eng	herring15		
183	20	3	.				BRA	999	herring15		
184	21	1	when	when.CONJ			EVN	eng	herring15		
185	21	2	I	I.PRON.SUB.1S			EVN	eng	herring15		
186	21	3	I	I.PRON.SUB.1S			EVN	eng	herring15		
187	21	4	still	still.ADJ			EVN	eng	herring15		
188	21	5	have	have.V.INFIN			EVN	eng	herring15		
189	21	6	my	my.ADJ.POSS.1S			EVN	eng	herring15		
190	21	7	hard	hard.ADJ			EVN	eng	herring15		
191	21	8	.				EVN	999	herring15		
192	22	1	he	he.PRON.SUB.M.3S			EVN	eng	herring15		
193	22	2	still	still.ADJ			EVN	eng	herring15		
194	22	3	has	ha.IM+PV.[or].has.V.3S.PRES			EVN	eng	herring15		
195	22	4	my	my.ADJ.POSS.1S			EVN	eng	herring15		
196	22	5	hard	hard.ADJ			EVN	eng	herring15		
197	22	6	drive	drive.SV.INFIN			EVN	eng	herring15		
198	22	7	.				EVN	999	herring15		
199	23	1	I	I.PRON.SUB.1S			EVN	eng	herring15		
200	23	2	still	still.ADJ			EVN	eng	herring15		
201	23	3	haven't	have.V.INFIN+NEG			EVN	eng	herring15		
202	23	4	gone	gone.V.PASTPART			EVN	eng	herring15		
203	23	5	to	to.PREP			EVN	eng	herring15		
204	23	6	get	get.V.INFIN			EVN	eng	herring15		
205	23	7	it	it.PRON.OBJ.3S			EVN	eng	herring15		
206	23	8	.				EVN	999	herring15		
207	24	1	been	been.V.PASTPART			EVN	eng	herring15		
208	24	2	there	there.ADV			EVN	eng	herring15		
209	24	3	for	for.PREP			EVN	eng	herring15		
210	24	4	like	like.CONJ			EVN	eng	herring15		
211	24	5	a	a.DET.INDEF			EVN	eng	herring15		
212	24	6	year	year.N.SG			EVN	eng	herring15		
213	24	7	.				EVN	999	herring15		
214	25	1	flash	flash.N.SG			BRA	eng	herring15		
215	25	2	drive	drive.N.SG			BRA	eng	herring15		
216	25	3	?				BRA	999	herring15		
217	26	1	yeah	yeah.ADV			EVN	eng	herring15		
218	26	2	.				EVN	999	herring15		
219	27	1	yeah	yeah.ADV			BRA	eng	herring15		
220	27	2	bro	bro.N.SG			BRA	eng	herring15		
221	27	3	.				BRA	999	herring15		
222	28	1	I've	I.PRON.SUB.1S+HAVE.V.PRES			BRA	eng	herring15		
223	28	2	lost	lost.ADJ			BRA	eng	herring15		
224	28	3	two	two.NUM			BRA	eng	herring15		
225	28	4	already	already.ADV			BRA	eng	herring15		
226	28	5	because	because.CONJ			BRA	eng	herring15		
227	28	6	I	I.PRON.SUB.1S			BRA	eng	herring15		
228	28	7	give	give.V.1S.PRES			BRA	eng	herring15		
229	28	8	them	them.PRON.OBJ.3P			BRA	eng	herring15		
230	28	9	.				BRA	999	herring15		
231	29	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
232	29	2	turn	turn.V.1S.PRES			BRA	eng	herring15		
233	29	3	them	them.PRON.OBJ.3P			BRA	eng	herring15		
234	29	4	in	in.PREP			BRA	eng	herring15		
235	29	5	.				BRA	999	herring15		
236	30	1	and	and.CONJ			BRA	eng	herring15		
237	30	2	like	like.CONJ.[or].like.V.INFIN			BRA	eng	herring15		
238	30	3	the	the.DET.DEF			BRA	eng	herring15		
239	30	4	next	next.ADJ			BRA	eng	herring15		
240	30	5	week	week.N.SG			BRA	eng	herring15		
241	30	6	I	I.PRON.SUB.1S			BRA	eng	herring15		
242	30	7	forget	forget.V.1S.PRES			BRA	eng	herring15		
243	30	8	to	to.PREP			BRA	eng	herring15		
244	30	9	get	get.V.INFIN			BRA	eng	herring15		
245	30	10	them	them.PRON.OBJ.3P			BRA	eng	herring15		
246	30	11	back	back.ADV.[or].back.SV.INFIN			BRA	eng	herring15		
247	30	12	.				BRA	999	herring15		
248	31	1	and	and.CONJ			BRA	eng	herring15		
249	31	2	then	then.ADV			BRA	eng	herring15		
250	31	3	like	like.CONJ.[or].like.V.INFIN			BRA	eng	herring15		
251	31	4	the	the.DET.DEF			BRA	eng	herring15		
252	31	5	week	week.N.SG			BRA	eng	herring15		
253	31	6	after	after.PREP			BRA	eng	herring15		
254	31	7	that	that.CONJ			BRA	eng	herring15		
255	31	8	he	he.PRON.SUB.M.3S			BRA	eng	herring15		
256	31	9	doesn't	does.V.3S.PRES+NEG			BRA	eng	herring15		
257	31	10	know	know.SV.INFIN			BRA	eng	herring15		
258	31	11	where	where.REL			BRA	eng	herring15		
259	31	12	the	the.DET.DEF			BRA	eng	herring15		
260	31	13	hell	hell.N.SG			BRA	eng	herring15		
261	31	14	they	they.PRON.SUB.3P			BRA	eng	herring15		
262	31	15	are	are.V.3P.PRES			BRA	eng	herring15		
263	31	16	.				BRA	999	herring15		
264	32	1	for	for.PREP			EVN	eng	herring15		
265	32	2	real	real.ADJ			EVN	eng	herring15		
266	32	3	?				EVN	999	herring15		
267	33	1	yeah	yeah.ADV			BRA	eng	herring15		
268	33	2	.				BRA	999	herring15		
269	34	1	usually	usual.ADJ+ADV.[or].usually.ADV			EVN	eng	herring15		
270	34	2	he	he.PRON.SUB.M.3S			EVN	eng	herring15		
271	34	3	knows	know.V.3S.PRES			EVN	eng	herring15		
272	34	4	usually	usual.ADJ+ADV.[or].usually.ADV			EVN	eng	herring15		
273	34	5	he	he.PRON.SUB.M.3S			EVN	eng	herring15		
274	34	6	knows	know.V.3S.PRES			EVN	eng	herring15		
275	34	7	where	where.REL			EVN	eng	herring15		
276	34	8	it	it.PRON.SUB.3S			EVN	eng	herring15		
277	34	9	is	is.V.3S.PRES			EVN	eng	herring15		
278	34	10	.				EVN	999	herring15		
279	35	1	but	but.CONJ			BRA	eng	herring15		
280	35	2	.				BRA	999	herring15		
281	36	1	but	but.CONJ			BRA	eng	herring15		
282	36	2	he's	he.PRON.SUB.M.3S+BE.V.3S.PRES			BRA	eng	herring15		
283	36	3	like	like.CONJ.[or].like.SV.INFIN			BRA	eng	herring15		
284	36	4	oh	oh.IM			BRA	eng	herring15		
285	36	5	yeah	yeah.ADV			BRA	eng	herring15		
286	36	6	.				BRA	999	herring15		
287	37	1	but	but.CONJ			BRA	eng	herring15		
288	37	2	because	because.CONJ			BRA	eng	herring15		
289	37	3	I	I.PRON.SUB.1S			BRA	eng	herring15		
290	37	4	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
291	37	5	know	know.V.INFIN			BRA	eng	herring15		
292	37	6	.				BRA	999	herring15		
293	38	1	he	he.PRON.SUB.M.3S			BRA	eng	herring15		
294	38	2	said	said.V.PAST			BRA	eng	herring15		
295	38	3	there	there.ADV			BRA	eng	herring15		
296	38	4	was	was.V.3S.PAST			BRA	eng	herring15		
297	38	5	something	something.PRON			BRA	eng	herring15		
298	38	6	wrong	wrong.ADJ			BRA	eng	herring15		
299	38	7	with	with.PREP			BRA	eng	herring15		
300	38	8	him	him.PRON.OBJ.M.3S			BRA	eng	herring15		
301	38	9	.				BRA	999	herring15		
302	39	1	um	um.IM			BRA	eng	herring15		
303	39	2	.				BRA	999	herring15		
304	40	1	watch	watch.V.INFIN			BRA	eng	herring15		
305	40	2	that	that.DEM.FAR			BRA	eng	herring15		
306	40	3	girl	girl.N.SG			BRA	eng	herring15		
307	40	4	that	that.CONJ			BRA	eng	herring15		
308	40	5	walks	walk.V.3S.PRES			BRA	eng	herring15		
309	40	6	like	like.CONJ			BRA	eng	herring15		
310	40	7	a	a.DET.INDEF			BRA	eng	herring15		
311	40	8	robot	robot.N.SG			BRA	eng	herring15		
312	40	9	.				BRA	999	herring15		
313	41	1	.				EVN	999	herring15		
314	42	1	.				BRA	999	herring15		
315	43	1	oh	oh.IM			EVN	eng	herring15		
316	43	2	that's	that.DEM.FAR+BE.V.3S.PRES			EVN	eng	herring15		
317	43	3	the	the.DET.DEF			EVN	eng	herring15		
318	43	4	girl	girl.N.SG			EVN	eng	herring15		
319	43	5	from	from.PREP			EVN	eng	herring15		
320	43	6	the	the.DET.DEF			EVN	eng	herring15		
321	43	7	gym	gym.N.SG			EVN	eng	herring15		
322	43	8	right	right.ADJ			EVN	eng	herring15		
323	43	9	?				EVN	999	herring15		
324	44	1	yeah	yeah.ADV			BRA	eng	herring15		
325	44	2	she	she.PRON.SUB.F.3S			BRA	eng	herring15		
326	44	3	lives	lives.N.SG.[or].live.V.3S.PRES			BRA	eng	herring15		
327	44	4	in	in.PREP			BRA	eng	herring15		
328	44	5	the	the.DET.DEF			BRA	eng	herring15		
329	44	6	Everglades	name			BRA	eng&spa	herring15		
330	44	7	.				BRA	999	herring15		
331	45	1	but	but.CONJ			BRA	eng	herring15		
332	45	2	um	um.IM			BRA	eng	herring15		
333	45	3	.				BRA	999	herring15		
334	46	1	he	he.PRON.SUB.M.3S			BRA	eng	herring15		
335	46	2	doesn't	does.V.3S.PRES+NEG			BRA	eng	herring15		
336	46	3	.				BRA	999	herring15		
337	47	1	he	he.PRON.SUB.M.3S			BRA	eng	herring15		
338	47	2	says	says.N.SG.[or].say.V.3S.PRES			BRA	eng	herring15		
339	47	3	he's	he.PRON.SUB.M.3S+HAVE.V.3S.PRES			BRA	eng	herring15		
340	47	4	got	got.V.PASTPART			BRA	eng	herring15		
341	47	5	a	a.DET.INDEF			BRA	eng	herring15		
342	47	6	heart	heart.N.SG			BRA	eng	herring15		
343	47	7	problem	problem.N.SG			BRA	eng	herring15		
344	47	8	or	or.CONJ			BRA	eng	herring15		
345	47	9	something	something.PRON			BRA	eng	herring15		
346	47	10	now	now.ADV			BRA	eng	herring15		
347	47	11	.				BRA	999	herring15		
348	48	1	and	and.CONJ			BRA	eng	herring15		
349	48	2	so	so.ADV			BRA	eng	herring15		
350	48	3	he	he.PRON.SUB.M.3S			BRA	eng	herring15		
351	48	4	doesn't	does.V.3S.PRES+NEG			BRA	eng	herring15		
352	48	5	check	check.SV.INFIN			BRA	eng	herring15		
353	48	6	the	the.DET.DEF			BRA	eng	herring15		
354	48	7	work	work.N.SG			BRA	eng	herring15		
355	48	8	.				BRA	999	herring15		
356	49	1	like	like.CONJ			BRA	eng	herring15		
357	49	2	he	he.PRON.SUB.M.3S			BRA	eng	herring15		
358	49	3	actually	actual.ADJ+ADV			BRA	eng	herring15		
359	49	4	has	ha.IM+PV.[or].has.V.3S.PRES			BRA	eng	herring15		
360	49	5	a	a.DET.INDEF			BRA	eng	herring15		
361	49	6	person	person.N.SG			BRA	eng	herring15		
362	49	7	that	that.CONJ			BRA	eng	herring15		
363	49	8	helps	help.V.3S.PRES			BRA	eng	herring15		
364	49	9	him	him.PRON.OBJ.M.3S			BRA	eng	herring15		
365	49	10	in	in.PREP			BRA	eng	herring15		
366	49	11	another	another.ADJ			BRA	eng	herring15		
367	49	12	class	class.N.SG			BRA	eng	herring15		
368	49	13	check	check.N.SG			BRA	eng	herring15		
369	49	14	all	all.ADJ			BRA	eng	herring15		
370	49	15	the	the.DET.DEF			BRA	eng	herring15		
371	49	16	work	work.N.SG			BRA	eng	herring15		
372	49	17	for	for.PREP			BRA	eng	herring15		
373	49	18	him	him.PRON.OBJ.M.3S			BRA	eng	herring15		
374	49	19	.				BRA	999	herring15		
375	50	1	but	but.CONJ			BRA	eng	herring15		
376	50	2	when	when.CONJ			BRA	eng	herring15		
377	50	3	I	I.PRON.SUB.1S			BRA	eng	herring15		
378	50	4	asked	ask.V.PAST			BRA	eng	herring15		
379	50	5	him	him.PRON.OBJ.M.3S			BRA	eng	herring15		
380	50	6	he's	he.PRON.SUB.M.3S+BE.V.3S.PRES			BRA	eng	herring15		
381	50	7	like	like.CONJ.[or].like.SV.INFIN			BRA	eng	herring15		
382	50	8	.				BRA	999	herring15		
383	51	1	yeah	yeah.ADV			BRA	eng	herring15		
384	51	2	yeah	yeah.ADV			BRA	eng	herring15		
385	51	3	I	I.PRON.SUB.1S			BRA	eng	herring15		
386	51	4	have	have.V.1S.PRES			BRA	eng	herring15		
387	51	5	here	here.ADV			BRA	eng	herring15		
388	51	6	that	that.CONJ			BRA	eng	herring15		
389	51	7	you	you.PRON.SUB.2SP			BRA	eng	herring15		
390	51	8	did	did.V.PAST			BRA	eng	herring15		
391	51	9	it	it.PRON.OBJ.3S			BRA	eng	herring15		
392	51	10	.				BRA	999	herring15		
393	52	1	but	but.CONJ			BRA	eng	herring15		
394	52	2	I	I.PRON.SUB.1S			BRA	eng	herring15		
395	52	3	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
396	52	4	know	know.V.INFIN			BRA	eng	herring15		
397	52	5	like	like.CONJ			BRA	eng	herring15		
398	52	6	.				BRA	999	herring15		
399	53	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
400	53	2	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
401	53	3	know	know.V.INFIN			BRA	eng	herring15		
402	53	4	what	what.REL			BRA	eng	herring15		
403	53	5	to	to.PREP			BRA	eng	herring15		
404	53	6	tell	tell.V.INFIN			BRA	eng	herring15		
405	53	7	you	you.PRON.SUB.2SP			BRA	eng	herring15		
406	53	8	about	about.PREP			BRA	eng	herring15		
407	53	9	your	your.ADJ.POSS.2SP			BRA	eng	herring15		
408	53	10	flash	flash.N.SG			BRA	eng	herring15		
409	53	11	drive	drive.N.SG			BRA	eng	herring15		
410	53	12	.				BRA	999	herring15		
411	54	1	so	so.ADV			BRA	eng	herring15		
412	54	2	I	I.PRON.SUB.1S			BRA	eng	herring15		
413	54	3	brought	brought.V.PAST			BRA	eng	herring15		
414	54	4	through	through.PREP			BRA	eng	herring15		
415	54	5	two	two.NUM			BRA	eng	herring15		
416	54	6	other	other.ADJ			BRA	eng	herring15		
417	54	7	.				BRA	999	herring15		
418	55	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
419	55	2	figured	unk			BRA	eng	herring15		
420	55	3	another	another.ADJ			BRA	eng	herring15		
421	55	4	one	one.PRON.SG			BRA	eng	herring15		
422	55	5	.				BRA	999	herring15		
423	56	1	because	because.CONJ			BRA	eng	herring15		
424	56	2	I	I.PRON.SUB.1S			BRA	eng	herring15		
425	56	3	did	did.V.PAST			BRA	eng	herring15		
426	56	4	the	the.DET.DEF			BRA	eng	herring15		
427	56	5	same	same.ADJ			BRA	eng	herring15		
428	56	6	thing	thing.N.SG			BRA	eng	herring15		
429	56	7	the	the.DET.DEF			BRA	eng	herring15		
430	56	8	last	last.ADJ			BRA	eng	herring15		
431	56	9	time	time.N.SG			BRA	eng	herring15		
432	56	10	we	we.PRON.SUB.1P			BRA	eng	herring15		
433	56	11	turned	unk			BRA	eng	herring15		
434	56	12	all	all.ADJ			BRA	eng	herring15		
435	56	13	our	our.ADJ.POSS.1P			BRA	eng	herring15		
436	56	14	projects	project.N.PL			BRA	eng	herring15		
437	56	15	in	in.PREP			BRA	eng	herring15		
438	56	16	.				BRA	999	herring15		
439	57	1	so	so.ADV			EVN	eng	herring15		
440	57	2	he's	he.PRON.SUB.M.3S+BE.V.3S.PRES			EVN	eng	herring15		
441	57	3	losing	lose.V.PRESPART			EVN	eng	herring15		
442	57	4	the	the.DET.DEF			EVN	eng	herring15		
443	57	5	harddrive	unk			EVN	eng	herring15		
444	57	6	the	the.DET.DEF			EVN	eng	herring15		
445	57	7	the	the.DET.DEF			EVN	eng	herring15		
446	57	8	flashdrive	unk			EVN	eng	herring15		
447	57	9	?				EVN	999	herring15		
448	58	1	I	I.PRON.SUB.1S			BRA	eng	herring15		
449	58	2	don't	do.V.1S.PRES+NEG			BRA	eng	herring15		
450	58	3	know	know.V.INFIN			BRA	eng	herring15		
451	58	4	if	if.CONJ			BRA	eng	herring15		
452	58	5	it's	it.PRON.SUB.3S+BE.V.3S.PRES			BRA	eng	herring15		
453	58	6	him	him.PRON.OBJ.M.3S			BRA	eng	herring15		
454	58	7	.				BRA	999	herring15		
455	59	1	it	it.PRON.SUB.3S			BRA	eng	herring15		
456	59	2	might	might.V.3S.PRES			BRA	eng	herring15		
457	59	3	be	be.SV.INFIN			BRA	eng	herring15		
458	59	4	the	the.DET.DEF			BRA	eng	herring15		
459	59	5	other	other.ADJ			BRA	eng	herring15		
460	59	6	lady	lady.N.SG			BRA	eng	herring15		
461	59	7	there	there.ADV			BRA	eng	herring15		
462	59	8	.				BRA	999	herring15		
463	60	1	but	but.CONJ			EVN	eng	herring15		
464	60	2	um	um.IM			EVN	eng	herring15		
465	60	3	that's	that.DEM.FAR+BE.V.3S.PRES			EVN	eng	herring15		
466	60	4	his	his.ADJ.POSS.M.3S			EVN	eng	herring15		
467	60	5	fault	fault.N.SG			EVN	eng	herring15		
468	60	6	man	man.N.SG			EVN	eng	herring15		
469	60	7	.				EVN	999	herring15		
470	61	1	because	because.CONJ			BRA	eng	herring15		
471	61	2	we	we.PRON.SUB.1P			BRA	eng	herring15		
472	61	3	have	have.V.1P.PRES			BRA	eng	herring15		
473	61	4	a	a.DET.INDEF			BRA	eng	herring15		
474	61	5	lady	lady.N.SG			BRA	eng	herring15		
475	61	6	.				BRA	999	herring15		
476	62	1	but	but.CONJ			BRA	eng	herring15		
477	62	2	whatever	whatever.REL			BRA	eng	herring15		
478	62	3	bro	bro.N.SG			BRA	eng	herring15		
479	62	4	.				BRA	999	herring15		
480	63	1	as	as.CONJ			BRA	eng	herring15		
