word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
365	35	12	su	his.ADJ.POSS.MF.3SP.SG				CAL	spa	herring11		
366	35	13	.					CAL	999	herring11		
367	36	1	ellos	they.PRON.SUB.M.3P				GRA	spa	herring11		
368	36	2	dicen	tell.V.3P.PRES				GRA	spa	herring11		
369	36	3	aquí	here.ADV				GRA	spa	herring11		
370	36	4	que	that.CONJ				GRA	spa	herring11		
371	36	5	el	the.DET.DEF.M.SG				GRA	spa	herring11		
372	36	6	el	the.DET.DEF.M.SG				GRA	spa	herring11		
373	36	7	el	the.DET.DEF.M.SG				GRA	spa	herring11		
374	36	8	caso	instance.N.M.SG				GRA	spa	herring11		
375	36	9	de	of.PREP				GRA	spa	herring11		
376	36	10	que	that.CONJ				GRA	spa	herring11		
377	36	11	abre	open.V.3S.PRES				GRA	spa	herring11		
378	36	12	con	with.PREP				GRA	spa	herring11		
379	36	13	una	a.DET.INDEF.F.SG				GRA	spa	herring11		
380	36	14	como	like.CONJ				GRA	spa	herring11		
381	36	15	como	eat.V.1S.PRES				GRA	spa	herring11		
382	36	16	un	one.DET.INDEF.M.SG				GRA	spa	herring11		
383	36	17	tímpano	eardrum.N.M.SG				GRA	spa	herring11		
384	36	18	.					GRA	999	herring11		
385	37	1	a	to.PREP				GRA	spa	herring11		
386	37	2	se	self.PRON.REFL.MF.3SP				GRA	spa	herring11		
387	37	3	haya	have.V.13S.SUBJ.PRES				GRA	spa	herring11		
388	37	4	ha	have.V.3S.PRES				GRA	spa	herring11		
389	37	5	creado	create.V.PASTPART				GRA	spa	herring11		
390	37	6	muchas	many.PRON.F.PL				GRA	spa	herring11		
391	37	7	preguntas	question.N.F.PL.[or].ask.V.2S.PRES				GRA	spa	herring11		
392	37	8	particularmente	particularly.ADV				GRA	spa	herring11		
393	37	9	vistas	view.N.F.PL.[or].see.V.F.PL.PASTPART				GRA	spa	herring11		
394	37	10	en	in.PREP				GRA	spa	herring11		
395	37	11	contraste	contrast.N.M.SG				GRA	spa	herring11		
396	37	12	con	with.PREP				GRA	spa	herring11		
397	37	13	el	the.DET.DEF.M.SG				GRA	spa	herring11		
398	37	14	liricismo	lyricism.N.M.SG				GRA	spa	herring11		
399	37	15	.					GRA	999	herring11		
400	38	1	pero	but.CONJ				GRA	spa	herring11		
401	38	2	vamos	go.V.1P.PRES				GRA	spa	herring11		
402	38	3	a	to.PREP				GRA	spa	herring11		
403	38	4	ver	see.V.INFIN				GRA	spa	herring11		
404	38	5	qué	what.INT				GRA	spa	herring11		
405	38	6	dice	tell.V.3S.PRES				GRA	spa	herring11		
406	38	7	el	the.DET.DEF.M.SG				GRA	spa	herring11		
407	38	8	.					GRA	999	herring11		
408	39	1	dónde	where.INT				GRA	spa	herring11		
409	39	2	está	be.V.3S.PRES				GRA	spa	herring11		
410	39	3	el	the.DET.DEF.M.SG				GRA	spa	herring11		
411	39	4	otro	other.PRON.M.SG				GRA	spa	herring11		
412	39	5	?					GRA	999	herring11		
413	40	1	aquí	here.ADV				CAL	spa	herring11		
414	40	2	está	be.V.3S.PRES				CAL	spa	herring11		
415	40	3	aquí	here.ADV				CAL	spa	herring11		
416	40	4	está	be.V.3S.PRES				CAL	spa	herring11		
417	40	5	.					CAL	999	herring11		
418	41	1	o_k	OK.ADV				GRA	spa	herring11		
419	41	2	.					GRA	999	herring11		
420	42	1	la	the.DET.DEF.F.SG				GRA	spa	herring11		
421	42	2	persona	person.N.F.SG				GRA	spa	herring11		
422	42	3	que	that.PRON.REL				GRA	spa	herring11		
423	42	4	escribe	write.V.3S.PRES				GRA	spa	herring11		
424	42	5	esas	that.ADJ.DEM.F.PL				GRA	spa	herring11		
425	42	6	notas	note.N.F.PL				GRA	spa	herring11		
426	42	7	le	him.PRON.OBL.MF.23S				GRA	spa	herring11		
427	42	8	pagan	pay.V.3P.PRES				GRA	spa	herring11		
428	42	9	harto	.ADJ.M.SG				GRA	spa	herring11		
429	42	10	dinero	money.N.M.SG				GRA	spa	herring11		
430	42	11	.					GRA	999	herring11		
431	43	1	sí	yes.ADV				CAL	spa	herring11		
432	43	2	buey	mate.N.M.SG				CAL	spa	herring11		
433	43	3	.					CAL	999	herring11		
434	44	1	para	for.PREP				GRA	spa	herring11		
435	44	2	decir	tell.V.INFIN				GRA	spa	herring11		
436	44	3	palabras	word.N.F.PL				GRA	spa	herring11		
437	44	4	que	that.PRON.REL				GRA	spa	herring11		
438	44	5	que	that.CONJ				GRA	spa	herring11		
439	44	6	suenan	sound.V.3P.PRES				GRA	spa	herring11		
440	44	7	bien	well.ADV				GRA	spa	herring11		
441	44	8	.					GRA	999	herring11		
442	45	1	y	and.CONJ				GRA	spa	herring11		
443	45	2	no	not.ADV				GRA	spa	herring11		
444	45	3	bueno	well.E				GRA	spa	herring11		
445	45	4	tienen	have.V.3P.PRES				GRA	spa	herring11		
446	45	5	que	that.CONJ				GRA	spa	herring11		
447	45	6	ser	be.V.INFIN				GRA	spa	herring11		
448	45	7	ciertas	true.ADJ.F.PL.[or].certain.ADJ.F.PL				GRA	spa	herring11		
449	45	8	por	for.PREP				GRA	spa	herring11		
450	45	9	por	for.PREP				GRA	spa	herring11		
451	45	10	lo	the.DET.DEF.NT.SG				GRA	spa	herring11		
452	45	11	por	for.PREP				GRA	spa	herring11		
453	45	12	lo	the.DET.DEF.NT.SG				GRA	spa	herring11		
454	45	13	mayor	main.ADJ.M.SG.[or].main.N.M				GRA	spa	herring11		
455	45	14	.					GRA	999	herring11		
456	46	1	él	he.PRON.SUB.M.3S				GRA	spa	herring11		
457	46	2	empezó	start.V.3S.PAST				GRA	spa	herring11		
458	46	3	a	to.PREP				GRA	spa	herring11		
459	46	4	trabajar	work.V.INFIN				GRA	spa	herring11		
460	46	5	en	in.PREP				GRA	spa	herring11		
