word_id	utterance_id	location	surface	auto	fix	eng	com	speaker	langid	filename	clause	clauseno
128	17	1	fine	fine.N.SG				GIA	eng	sastre4		
129	17	2	.					GIA	999	sastre4		
130	18	1	how	how.ADV				GIA	eng	sastre4		
131	18	2	many	many.ADJ				GIA	eng	sastre4		
132	18	3	bedrooms	bedroom.N.PL				GIA	eng	sastre4		
133	18	4	Christine	name				GIA	eng&spa	sastre4		
134	18	5	was	was.V.3S.PAST				GIA	eng	sastre4		
135	18	6	planning	plan.V.PRESPART				GIA	eng	sastre4		
136	18	7	that	that.DEM.FAR				GIA	eng	sastre4		
137	18	8	.					GIA	999	sastre4		
138	19	1	.					EMI	999	sastre4		
139	20	1	.					GIA	999	sastre4		
140	21	1	no	no.ADV				EMI	eng	sastre4		
141	21	2	you	you.PRON.SUB.2SP				EMI	eng	sastre4		
142	21	3	dumb	dumb.ADJ				EMI	eng	sastre4		
143	21	4	ass	ass.N.SG				EMI	eng	sastre4		
144	21	5	.					EMI	999	sastre4		
145	22	1	.					GIA	999	sastre4		
146	23	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
147	23	2	three	three.NUM				EMI	eng	sastre4		
148	23	3	beds	bed.N.PL				EMI	eng	sastre4		
149	23	4	.					EMI	999	sastre4		
150	24	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
151	24	2	a	a.DET.INDEF				EMI	eng	sastre4		
152	24	3	bunk	bunk.N.SG				EMI	eng	sastre4		
153	24	4	bed	bed.N.SG				EMI	eng	sastre4		
154	24	5	and	and.CONJ				EMI	eng	sastre4		
155	24	6	one	one.PRON.SG				EMI	eng	sastre4		
156	24	7	bed	bed.N.SG				EMI	eng	sastre4		
157	24	8	.					EMI	999	sastre4		
158	25	1	oh	oh.IM				GIA	eng	sastre4		
159	25	2	that's	that.DEM.FAR+BE.V.3S.PRES				GIA	eng	sastre4		
160	25	3	fine	fine.N.SG				GIA	eng	sastre4		
161	25	4	.					GIA	999	sastre4		
162	26	1	yeah	yeah.ADV				GIA	eng	sastre4		
163	26	2	I'm	I.PRON.SUB.1S+BE.V.PRES				GIA	eng	sastre4		
164	26	3	gonna	go.V.PRESPART+TO.PREP				GIA	eng	sastre4		
165	26	4	do	do.V.INFIN				GIA	eng	sastre4		
166	26	5	it	it.PRON.OBJ.3S				GIA	eng	sastre4		
167	26	6	.					GIA	999	sastre4		
168	27	1	yeah	yeah.ADV				EMI	eng	sastre4		
169	27	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
170	27	3	three	three.NUM				EMI	eng	sastre4		
171	27	4	beds	bed.N.PL				EMI	eng	sastre4		
172	27	5	.					EMI	999	sastre4		
173	28	1	Betty	name				EMI	eng&spa	sastre4		
174	28	2	and	and.CONJ				EMI	eng	sastre4		
175	28	3	John	name				EMI	eng&spa	sastre4		
176	28	4	have	have.SV.INFIN				EMI	eng	sastre4		
177	28	5	a	a.DET.INDEF				EMI	eng	sastre4		
178	28	6	big	big.ADJ				EMI	eng	sastre4		
179	28	7	king	unk				EMI	eng	sastre4		
180	28	8	size	size.N.SG				EMI	eng	sastre4		
181	28	9	bed	bed.N.SG				EMI	eng	sastre4		
182	28	10	.					EMI	999	sastre4		
183	29	1	whatever	whatever.REL				EMI	eng	sastre4		
184	29	2	.					EMI	999	sastre4		
185	30	1	.					GIA	999	sastre4		
186	31	1	I	I.PRON.SUB.1S				GIA	eng	sastre4		
187	31	2	would	be.V.1S.COND				GIA	eng	sastre4		
188	31	3	I	I.PRON.SUB.1S				GIA	eng	sastre4		
189	31	4	would	be.V.1S.COND				GIA	eng	sastre4		
190	31	5	love	love.SV.INFIN				GIA	eng	sastre4		
191	31	6	to	to.PREP				GIA	eng	sastre4		
192	31	7	go	go.V.INFIN				GIA	eng	sastre4		
193	31	8	on	on.PREP				GIA	eng	sastre4		
194	31	9	a	a.DET.INDEF				GIA	eng	sastre4		
195	31	10	cruise	cruise.N.SG				GIA	eng	sastre4		
196	31	11	.					GIA	999	sastre4		
197	32	1	did	did.V.PAST				EMI	eng	sastre4		
198	32	2	you	you.PRON.SUB.2SP				EMI	eng	sastre4		
199	32	3	see	see.V.2SP.PRES				EMI	eng	sastre4		
200	32	4	did	did.V.PAST				EMI	eng	sastre4		
201	32	5	you	you.PRON.SUB.2SP				EMI	eng	sastre4		
202	32	6	see	see.V.2SP.PRES				EMI	eng	sastre4		
203	32	7	the	the.DET.DEF				EMI	eng	sastre4		
204	32	8	the	the.DET.DEF				EMI	eng	sastre4		
205	32	9	itinerary	itinerary.N.SG				EMI	eng	sastre4		
206	32	10	?					EMI	999	sastre4		
207	33	1	the	the.DET.DEF				EMI	eng	sastre4		
208	33	2	schedule	schedule.N.SG				EMI	eng	sastre4		
209	33	3	thing	thing.N.SG				EMI	eng	sastre4		
210	33	4	?					EMI	999	sastre4		
211	34	1	no	no.ADV				GIA	eng	sastre4		
212	34	2	I	I.PRON.SUB.1S				GIA	eng	sastre4		
213	34	3	just	just.ADJ.[or].just.ADV				GIA	eng	sastre4		
214	34	4	saw	saw.AV.PAST				GIA	eng	sastre4		
215	34	5	Mexico	name				GIA	eng&spa	sastre4		
216	34	6	.					GIA	999	sastre4		
217	35	1	yeah	yeah.ADV				EMI	eng	sastre4		
218	35	2	.					EMI	999	sastre4		
219	36	1	.					GIA	999	sastre4		
220	37	1	I'm	I.PRON.SUB.1S+BE.V.PRES				GIA	eng	sastre4		
221	37	2	like	like.CONJ				GIA	eng	sastre4		
222	37	3	.					GIA	999	sastre4		
223	38	1	what	what.REL				GIA	eng	sastre4		
224	38	2	all	all.ADJ				GIA	eng	sastre4		
225	38	3	right	right.ADJ				GIA	eng	sastre4		
226	38	4	fine	fine.N.SG				GIA	eng	sastre4		
227	38	5	.					GIA	999	sastre4		
228	39	1	Cozumel	name				EMI	eng&spa	sastre4		
229	39	2	.					EMI	999	sastre4		
230	40	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
231	40	2	gonna	go.V.PRESPART+TO.PREP				EMI	eng	sastre4		
232	40	3	be	be.V.INFIN				EMI	eng	sastre4		
233	40	4	a	a.DET.INDEF				EMI	eng	sastre4		
234	40	5	lot	lot.N.SG				EMI	eng	sastre4		
235	40	6	of	of.PREP				EMI	eng	sastre4		
236	40	7	fun	fun.N.SG				EMI	eng	sastre4		
237	40	8	.					EMI	999	sastre4		
238	41	1	you	you.PRON.SUB.2SP				GIA	eng	sastre4		
239	41	2	think	think.V.2SP.PRES				GIA	eng	sastre4		
240	41	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				GIA	eng	sastre4		
241	41	4	expensive	expensive.ADJ				GIA	eng	sastre4		
242	41	5	over	over.ADV				GIA	eng	sastre4		
243	41	6	there	there.ADV				GIA	eng	sastre4		
244	41	7	?					GIA	999	sastre4		
245	42	1	no	no.ADV				EMI	eng	sastre4		
246	42	2	I've	I.PRON.SUB.1S+HAVE.V.PRES				EMI	eng	sastre4		
247	42	3	been	been.V.PASTPART				EMI	eng	sastre4		
248	42	4	there	there.ADV				EMI	eng	sastre4		
249	42	5	.					EMI	999	sastre4		
250	43	1	I	I.PRON.SUB.1S				EMI	eng	sastre4		
251	43	2	told	told.V.PAST				EMI	eng	sastre4		
252	43	3	you	you.PRON.SUB.2SP				EMI	eng	sastre4		
253	43	4	I've	I.PRON.SUB.1S+HAVE.V.PRES				EMI	eng	sastre4		
254	43	5	been	been.V.PASTPART				EMI	eng	sastre4		
255	43	6	there	there.ADV				EMI	eng	sastre4		
256	43	7	.					EMI	999	sastre4		
257	44	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
258	44	2	Cozumel	name				EMI	eng&spa	sastre4		
259	44	3	.					EMI	999	sastre4		
260	45	1	Jamaica	name				EMI	eng	sastre4		
261	45	2	.					EMI	999	sastre4		
262	46	1	and	and.CONJ				EMI	eng	sastre4		
263	46	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
264	46	3	what's	what.REL+GB				EMI	eng	sastre4		
265	46	4	the	the.DET.DEF				EMI	eng	sastre4		
266	46	5	other	other.ADJ				EMI	eng	sastre4		
267	46	6	one	one.PRON.SG				EMI	eng	sastre4		
268	46	7	?					EMI	999	sastre4		
269	47	1	the	the.DET.DEF				EMI	eng	sastre4		
270	47	2	Caiman	name				EMI	eng&spa	sastre4		
271	47	3	islands	island.N.PL				EMI	eng	sastre4		
272	47	4	I	I.PRON.SUB.1S				EMI	eng	sastre4		
273	47	5	think	think.V.1S.PRES				EMI	eng	sastre4		
274	47	6	.					EMI	999	sastre4		
275	48	1	.					GIA	999	sastre4		
276	49	1	and	and.CONJ				GIA	eng	sastre4		
277	49	2	we	we.PRON.SUB.1P				GIA	eng	sastre4		
278	49	3	go	go.V.1P.PRES				GIA	eng	sastre4		
279	49	4	to	to.PREP				GIA	eng	sastre4		
280	49	5	Caiman	name				GIA	eng&spa	sastre4		
281	49	6	island	island.N.SG				GIA	eng	sastre4		
282	49	7	?					GIA	999	sastre4		
283	50	1	I	I.PRON.SUB.1S				EMI	eng	sastre4		
284	50	2	think	think.V.1S.PRES				EMI	eng	sastre4		
285	50	3	so	so.ADV				EMI	eng	sastre4		
286	50	4	.					EMI	999	sastre4		
287	51	1	I'm	I.PRON.SUB.1S+BE.V.PRES				GIA	eng	sastre4		
288	51	2	gonna	go.V.PRESPART+TO.PREP				GIA	eng	sastre4		
289	51	3	do	do.V.INFIN				GIA	eng	sastre4		
290	51	4	it	it.PRON.OBJ.3S				GIA	eng	sastre4		
291	51	5	.					GIA	999	sastre4		
292	52	1	you	you.PRON.SUB.2SP				EMI	eng	sastre4		
293	52	2	should	should.V.2SP.PRES				EMI	eng	sastre4		
294	52	3	.					EMI	999	sastre4		
295	53	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
296	53	2	a	a.DET.INDEF				EMI	eng	sastre4		
297	53	3	lot	lot.N.SG				EMI	eng	sastre4		
298	53	4	of	of.PREP				EMI	eng	sastre4		
299	53	5	fun	fun.N.SG				EMI	eng	sastre4		
300	53	6	.					EMI	999	sastre4		
301	54	1	I've	I.PRON.SUB.1S+HAVE.V.PRES				EMI	eng	sastre4		
302	54	2	been	been.V.PASTPART				EMI	eng	sastre4		
303	54	3	to	to.PREP				EMI	eng	sastre4		
304	54	4	all	all.ADJ				EMI	eng	sastre4		
305	54	5	of	of.PREP				EMI	eng	sastre4		
306	54	6	them	them.PRON.OBJ.3P				EMI	eng	sastre4		
307	54	7	.					EMI	999	sastre4		
308	55	1	we're	we.PRON.SUB.1P+BE.V.PRES				GIA	eng	sastre4		
309	55	2	getting	get.V.PRESPART				GIA	eng	sastre4		
310	55	3	our	our.ADJ.POSS.1P				GIA	eng	sastre4		
311	55	4	income	income.N.SG				GIA	eng	sastre4		
312	55	5	tax	tax.N.SG				GIA	eng	sastre4		
313	55	6	money	money.N.SG				GIA	eng	sastre4		
314	55	7	.					GIA	999	sastre4		
315	56	1	didn't	did.V.PAST+NEG				EMI	eng	sastre4		
316	56	2	we	we.PRON.SUB.1P				EMI	eng	sastre4		
317	56	3	already	already.ADV				EMI	eng	sastre4		
318	56	4	get	get.V.INFIN				EMI	eng	sastre4		
319	56	5	our	our.ADJ.POSS.1P				EMI	eng	sastre4		
320	56	6	income	income.N.SG				EMI	eng	sastre4		
321	56	7	tax	tax.N.SG				EMI	eng	sastre4		
322	56	8	?					EMI	999	sastre4		
323	57	1	no	no.ADV				GIA	eng	sastre4		
324	57	2	.					GIA	999	sastre4		
325	58	1	remember	remember.V.INFIN				GIA	eng	sastre4		
326	58	2	because	because.CONJ				GIA	eng	sastre4		
327	58	3	of	of.PREP				GIA	eng	sastre4		
328	58	4	the	the.DET.DEF				GIA	eng	sastre4		
329	58	5	recession	recession.N.SG				GIA	eng	sastre4		
330	58	6	.					GIA	999	sastre4		
331	59	1	.					EMI	999	sastre4		
332	60	1	how	how.ADV				GIA	eng	sastre4		
333	60	2	can	can.V.123SP.PRES				GIA	eng	sastre4		
334	60	3	you	you.PRON.SUB.2SP				GIA	eng	sastre4		
335	60	4	forget	forget.V.2SP.PRES				GIA	eng	sastre4		
336	60	5	about	about.PREP				GIA	eng	sastre4		
337	60	6	that	that.CONJ.[or].that.DEM.FAR				GIA	eng	sastre4		
338	60	7	yo	unk				GIA	eng	sastre4		
339	60	8	?					GIA	999	sastre4		
340	61	1	oh	oh.IM				EMI	eng	sastre4		
341	61	2	my	my.ADJ.POSS.1S				EMI	eng	sastre4		
342	61	3	god	god.N.SG				EMI	eng	sastre4		
343	61	4	.					EMI	999	sastre4		
344	62	1	how	how.ADV				GIA	eng	sastre4		
345	62	2	can	can.V.123SP.PRES				GIA	eng	sastre4		
346	62	3	you	you.PRON.SUB.2SP				GIA	eng	sastre4		
347	62	4	forget	forget.V.2SP.PRES				GIA	eng	sastre4		
348	62	5	about	about.PREP				GIA	eng	sastre4		
349	62	6	that	that.DEM.FAR				GIA	eng	sastre4		
350	62	7	?					GIA	999	sastre4		
351	63	1	I	I.PRON.SUB.1S				GIA	eng	sastre4		
352	63	2	already	already.ADV				GIA	eng	sastre4		
353	63	3	have	have.V.INFIN				GIA	eng	sastre4		
354	63	4	plans	plan.SV.INFIN+PV				GIA	eng	sastre4		
355	63	5	with	with.PREP				GIA	eng	sastre4		
356	63	6	that	that.DEM.FAR				GIA	eng	sastre4		
357	63	7	money	money.N.SG				GIA	eng	sastre4		
358	63	8	yo	unk				GIA	eng	sastre4		
359	63	9	.					GIA	999	sastre4		
360	64	1	oh	oh.IM				EMI	eng	sastre4		
361	64	2	shit	shit.V.IMPER				EMI	eng	sastre4		
362	64	3	.					EMI	999	sastre4		
363	65	1	I	I.PRON.SUB.1S				GIA	eng	sastre4		
364	65	2	already	already.ADV				GIA	eng	sastre4		
365	65	3	have	have.V.INFIN				GIA	eng	sastre4		
366	65	4	plans	plan.SV.INFIN+PV				GIA	eng	sastre4		
367	65	5	with	with.PREP				GIA	eng	sastre4		
368	65	6	that	that.DEM.FAR				GIA	eng	sastre4		
369	65	7	money	money.N.SG				GIA	eng	sastre4		
370	65	8	.					GIA	999	sastre4		
371	66	1	all	all.ADJ				GIA	eng	sastre4		
372	66	2	right	right.ADJ				GIA	eng	sastre4		
373	66	3	?					GIA	999	sastre4		
374	67	1	that's	that.DEM.FAR+BE.V.3S.PRES				EMI	eng	sastre4		
375	67	2	it	it.PRON.OBJ.3S				EMI	eng	sastre4		
376	67	3	.					EMI	999	sastre4		
377	68	1	that's	that.DEM.FAR+BE.V.3S.PRES				EMI	eng	sastre4		
378	68	2	it	it.PRON.OBJ.3S				EMI	eng	sastre4		
379	68	3	.					EMI	999	sastre4		
380	69	1	all	all.ADJ				EMI	eng	sastre4		
381	69	2	you	you.PRON.SUB.2SP				EMI	eng	sastre4		
382	69	3	have	have.V.2SP.PRES				EMI	eng	sastre4		
383	69	4	to	to.PREP				EMI	eng	sastre4		
384	69	5	do	do.V.INFIN				EMI	eng	sastre4		
385	69	6	is	is.V.3S.PRES				EMI	eng	sastre4		
386	69	7	give	give.SV.INFIN				EMI	eng	sastre4		
387	69	8	two	two.NUM				EMI	eng	sastre4		
388	69	9	hundred	hundred.NUM				EMI	eng	sastre4		
389	69	10	and	and.CONJ				EMI	eng	sastre4		
390	69	11	fifty	fifty.NUM				EMI	eng	sastre4		
391	69	12	dollars	dollar.N.PL				EMI	eng	sastre4		
392	69	13	down	down.PREP				EMI	eng	sastre4		
393	69	14	.					EMI	999	sastre4		
394	70	1	mmhm	mmhm.IM				GIA	eng	sastre4		
395	70	2	.					GIA	999	sastre4		
396	71	1	and	and.CONJ				EMI	eng	sastre4		
397	71	2	then	then.ADV				EMI	eng	sastre4		
398	71	3	that's	that.DEM.FAR+BE.V.3S.PRES				EMI	eng	sastre4		
399	71	4	it	it.PRON.OBJ.3S				EMI	eng	sastre4		
400	71	5	.					EMI	999	sastre4		
401	72	1	shit	shit.V.INFIN				EMI	eng	sastre4		
402	72	2	.					EMI	999	sastre4		
403	73	1	yeah	yeah.ADV				GIA	eng	sastre4		
404	73	2	.					GIA	999	sastre4		
405	74	1	I	I.PRON.SUB.1S				GIA	eng	sastre4		
406	74	2	already	already.ADV				GIA	eng	sastre4		
407	74	3	have	have.V.INFIN				GIA	eng	sastre4		
408	74	4	plans	plan.SV.INFIN+PV				GIA	eng	sastre4		
409	74	5	for	for.PREP				GIA	eng	sastre4		
410	74	6	that	that.DEM.FAR				GIA	eng	sastre4		
411	74	7	money	money.N.SG				GIA	eng	sastre4		
412	74	8	.					GIA	999	sastre4		
413	75	1	forget	forget.V.INFIN				GIA	eng	sastre4		
414	75	2	that	that.DEM.FAR				GIA	eng	sastre4		
415	75	3	.					GIA	999	sastre4		
416	76	1	oh	oh.IM				EMI	eng	sastre4		
417	76	2	my	my.ADJ.POSS.1S				EMI	eng	sastre4		
418	76	3	god	god.N.SG				EMI	eng	sastre4		
419	76	4	.					EMI	999	sastre4		
420	77	1	.					GIA	999	sastre4		
421	78	1	oh	oh.IM				EMI	eng	sastre4		
422	78	2	my	my.ADJ.POSS.1S				EMI	eng	sastre4		
423	78	3	god	god.N.SG				EMI	eng	sastre4		
424	78	4	I	I.PRON.SUB.1S				EMI	eng	sastre4		
425	78	5	totally	totally.ADV.[or].total.N.SG+ADV				EMI	eng	sastre4		
426	78	6	forgot	forgot.N.SG				EMI	eng	sastre4		
427	78	7	about	about.PREP				EMI	eng	sastre4		
428	78	8	that	that.DEM.FAR				EMI	eng	sastre4		
429	78	9	.					EMI	999	sastre4		
430	79	1	I	I.PRON.SUB.1S				GIA	eng	sastre4		
431	79	2	don't	do.V.1S.PRES+NEG				GIA	eng	sastre4		
432	79	3	know	know.V.INFIN				GIA	eng	sastre4		
433	79	4	how	how.ADV				GIA	eng	sastre4		
434	79	5	could	can.V.COND				GIA	eng	sastre4		
435	79	6	you	you.PRON.SUB.2SP				GIA	eng	sastre4		
436	79	7	forget	forget.V.2SP.PRES				GIA	eng	sastre4		
437	79	8	about	about.PREP				GIA	eng	sastre4		
438	79	9	such	such.ADJ				GIA	eng	sastre4		
439	79	10	an	an.DET.INDEF				GIA	eng	sastre4		
440	79	11	important	important.ADJ				GIA	eng	sastre4		
441	79	12	thing	thing.N.SG				GIA	eng	sastre4		
442	79	13	.					GIA	999	sastre4		
443	80	1	I	I.PRON.SUB.1S				EMI	eng	sastre4		
444	80	2	know	know.V.1S.PRES				EMI	eng	sastre4		
445	80	3	.					EMI	999	sastre4		
446	81	1	I	I.PRON.SUB.1S				EMI	eng	sastre4		
447	81	2	know	know.V.1S.PRES				EMI	eng	sastre4		
448	81	3	.					EMI	999	sastre4		
449	82	1	I	I.PRON.SUB.1S				EMI	eng	sastre4		
450	82	2	know	know.V.1S.PRES				EMI	eng	sastre4		
451	82	3	.					EMI	999	sastre4		
452	83	1	oh	oh.IM				EMI	eng	sastre4		
453	83	2	definitely	definite.ADJ+ADV.[or].definitely.ADV				EMI	eng	sastre4		
454	83	3	for	for.PREP				EMI	eng	sastre4		
455	83	4	sure	sure.ADJ				EMI	eng	sastre4		
456	83	5	.					EMI	999	sastre4		
457	84	1	so	so.ADV				EMI	eng	sastre4		
458	84	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
459	84	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				EMI	eng	sastre4		
460	84	4	eight	eight.NUM				EMI	eng	sastre4		
461	84	5	days	day.N.PL				EMI	eng	sastre4		
462	84	6	.					EMI	999	sastre4		
463	85	1	.					EMI	999	sastre4		
464	86	1	the	the.DET.DEF				EMI	eng	sastre4		
465	86	2	other	other.ADJ				EMI	eng	sastre4		
466	86	3	cruise	cruise.N.SG				EMI	eng	sastre4		
467	86	4	was	was.V.3S.PAST				EMI	eng	sastre4		
468	86	5	much	much.ADJ				EMI	eng	sastre4		
469	86	6	better	better.ADJ				EMI	eng	sastre4		
470	86	7	.					EMI	999	sastre4		
471	87	1	iba	go.V.13S.IMPERF				EMI	spa	sastre4		
